2845	9501	3
6410	862	2
471	1917	3
7445	11223	5
6712	11555	5
7336	1279	5
889	4303	5
11874	6118	4
7146	8597	2
10679	12529	3
2812	8677	5
5036	2488	4
8189	11715	5
11963	7788	5
11779	7201	5
11314	1003	3
5290	13754	4
13541	13092	4
2001	5045	4
11637	2411	3
13147	3178	5
9922	5092	4
5221	6352	1
13438	13189	3
8336	13591	5
2900	4598	4
4661	7836	3
5833	502	5
13977	12803	4
4124	5069	1
10714	4480	4
7578	12273	3
11648	2111	4
7382	100	3
2474	3009	3
10443	82	3
11278	11794	5
2317	7326	3
1324	11794	4
673	12265	4
4750	13384	4
6509	7191	5
10475	13166	5
4070	7923	5
9600	2050	4
4125	11163	5
1764	5117	3
10866	8889	3
7273	13368	5
13749	396	5
5736	10489	5
8781	793	4
6532	4787	3
910	7880	5
368	12635	1
941	6143	3
13043	1592	3
9795	4860	5
3305	10263	2
10595	2716	2
7464	2429	4
6823	4016	4
5348	7072	3
1813	2583	3
6397	13313	3
487	12720	2
4970	8301	4
266	4957	2
8851	10220	5
3767	1899	3
5775	1012	5
243	4609	3
12057	12098	4
1029	9648	5
12203	10893	4
13156	13404	3
6408	1778	5
12092	1065	3
12577	6864	4
9540	10442	4
5306	13105	1
7268	13369	4
4778	6346	5
8891	979	5
837	12812	2
3584	11267	3
10090	12547	4
5498	8281	4
10114	8148	4
12261	4005	5
13690	7488	5
5221	6677	1
11531	9730	5
5599	544	4
9080	11874	2
11220	12553	5
14012	387	4
452	11814	3
9280	978	3
8187	11284	5
11342	6231	2
11399	11947	4
12091	1005	5
1621	6894	4
10372	7603	4
515	7311	5
3944	13367	4
11364	153	5
3885	14014	4
7917	1774	4
9312	5345	1
10623	8854	5
2704	10825	4
13752	12314	4
2313	9252	3
6667	1143	3
5692	7692	4
12874	387	4
12616	4300	3
4549	10964	4
13156	6351	3
5215	13983	4
4573	6701	5
11874	852	3
9280	2131	4
8891	520	5
7651	2382	4
9328	12829	5
9191	10145	4
2494	733	4
1060	4712	4
7875	5015	4
961	3635	4
3046	13945	1
9966	7441	3
6789	9281	5
3407	7506	5
6900	11603	3
8666	5094	4
13597	2248	5
434	6492	4
5002	7123	3
2380	2054	4
3074	9594	4
1621	11832	5
13217	9032	4
5814	13584	4
4760	2971	4
13396	9958	4
2738	3263	2
2860	13393	5
186	5869	5
9958	9980	4
1530	2286	4
13067	11948	3
13043	7502	4
11628	12058	4
1636	6082	4
13697	2939	3
2494	7901	2
7510	12737	1
5970	1589	2
12997	13265	5
6310	11937	4
10138	13208	4
12421	4581	5
11183	89	3
5532	10721	2
4260	376	4
1803	3403	4
9887	11393	4
11733	5996	5
2821	8046	2
7482	12234	3
12285	12743	3
3538	2973	4
12196	4188	4
638	3322	3
13984	11682	5
682	1820	5
12162	7077	2
6397	13384	4
2387	9725	5
1493	3017	2
7004	3437	4
452	12702	4
7482	13287	3
5855	8097	5
2695	5144	2
12321	2221	5
1401	5542	4
5787	5832	4
1670	9243	4
12952	2398	2
7207	13039	5
13106	229	5
922	9217	4
8983	12228	1
12124	7734	5
13708	2829	3
7133	2281	4
2681	13073	5
4373	2207	1
1751	2468	4
2738	13631	5
4052	10252	4
5248	9124	4
13663	8031	4
3995	10983	5
11288	5958	4
11885	13208	4
10152	9457	5
10720	3526	3
8607	4268	4
8206	13256	3
7546	11794	4
7614	3962	4
8828	7512	5
4924	12680	5
10627	2041	4
4410	6762	4
11480	8877	4
11488	3383	4
4494	5548	5
2328	3077	3
2119	13898	2
2708	8821	5
13008	10429	4
7212	5502	5
7096	6958	3
8728	11163	4
12729	11766	4
3688	4598	4
13059	11976	4
3874	9089	1
9978	4108	4
7371	13208	5
5524	9258	4
7541	9386	4
13719	7421	5
3604	6144	3
3777	4170	2
7774	12619	4
10055	5304	2
13118	543	1
12057	13221	4
13304	770	5
3576	4994	2
8953	5148	3
13497	1253	5
49	12586	3
490	5642	3
8830	7560	3
10214	258	4
1234	12420	4
3725	6911	1
13173	4994	4
14078	8602	3
5296	11386	5
6408	12517	5
7269	8771	3
3697	13208	5
9790	9735	4
518	5591	5
6602	8602	4
4985	2248	4
849	7555	3
5002	7797	4
2190	7846	4
13925	8683	1
12548	3708	2
8885	12077	3
12725	6290	4
7928	11236	3
347	457	5
2158	9448	5
3624	3979	5
3688	11819	2
5424	1317	5
3520	7560	5
215	3303	4
10046	387	4
6088	8193	3
4507	11587	3
12229	12738	4
11516	11797	5
6580	11398	5
6011	13243	4
8130	10531	1
11815	11934	4
11454	5308	4
3553	11861	5
12924	6201	4
3040	5308	4
12430	4043	5
8168	4641	3
13774	10791	1
8418	8602	4
4267	12783	4
411	7286	3
11	13463	4
1060	4779	5
13242	3118	2
1335	1686	4
1450	7789	1
12057	3399	5
9308	468	5
13366	555	4
7119	11596	3
411	6423	5
428	7488	2
10145	1137	3
1822	2928	4
3286	5655	1
3005	9870	5
8517	2579	4
6196	2935	4
8706	12075	2
5331	3244	2
502	471	5
7771	748	5
8327	9414	2
6775	1515	5
11660	2768	1
4382	318	2
12537	14033	4
7953	8849	4
1511	7243	3
10728	4140	4
6743	10944	3
8728	9382	4
9179	4724	5
8426	12783	5
9863	5746	4
8503	1044	4
8209	1012	4
11978	10525	3
1873	13370	2
11348	13809	4
10981	229	4
10737	2890	5
10070	9794	4
3738	3163	1
9883	12964	5
10613	4032	4
11161	11284	5
3733	7493	3
5221	12215	1
3557	3670	4
7789	13108	5
6147	12810	2
11722	10250	1
11788	5593	3
5006	6516	5
12360	4069	4
11538	9240	4
9440	6325	3
8870	3635	5
4032	4183	3
2704	3836	4
33	2248	5
9443	7783	4
5545	4208	2
2284	3263	4
3195	3642	5
3030	10783	1
5823	1920	4
8087	1060	5
11147	13013	4
9863	3635	4
11978	1228	5
3124	13733	5
11924	11878	4
11761	9161	2
4678	6028	3
3394	12167	4
8868	9998	3
8425	9170	4
4843	13884	4
12548	6032	3
1006	943	5
1660	13384	4
3722	11230	4
13054	5666	4
6434	12604	3
2828	10787	4
10443	2176	2
7710	5679	2
4891	9057	4
3863	6343	1
4950	11083	4
4767	3444	3
6345	3026	4
12592	1168	5
12522	2404	4
9113	1895	5
1851	8748	3
532	13208	5
8674	3306	5
411	9725	4
5276	11849	5
11157	9604	2
1197	7685	4
9916	748	5
10278	694	4
12372	10469	2
6864	4228	4
6993	5688	3
6499	6658	4
4723	7424	1
8439	820	5
5956	5107	4
7378	13582	4
11395	11810	5
2704	13170	4
6823	376	4
7268	3561	5
2308	7880	5
5920	471	3
3665	6630	4
13649	11714	5
12304	11421	4
5168	121	4
9997	5163	2
11665	91	5
14	1825	5
11704	2758	4
13411	6315	4
8398	3670	3
9312	1555	4
9668	12564	4
2342	10465	5
8305	10450	4
7145	7088	4
513	6297	2
8598	5381	5
7337	9456	4
7567	11470	5
12732	12009	5
9482	4095	5
8733	3297	3
5712	1551	4
357	7229	4
457	9388	4
12637	9338	4
11962	13208	5
13366	7156	4
9303	7643	2
5759	11964	5
2170	10875	4
951	4694	2
12343	865	4
13156	12079	4
324	13719	4
2294	1993	3
12845	8602	3
3505	9386	5
10055	6144	4
1217	3531	4
4364	13384	3
7337	7159	3
11795	7068	2
12268	6426	5
6500	12215	4
8457	10582	4
10378	2127	1
4197	1007	5
7522	3843	2
11203	13471	5
5649	502	5
11333	5345	3
308	7078	4
13213	1790	3
13191	10583	4
8666	2538	3
4768	8714	3
12035	4063	5
941	6677	4
5712	6267	5
6980	9829	3
930	11620	4
7482	9940	2
6028	12450	4
11117	5800	4
626	6026	5
9523	8609	3
7373	10775	5
574	3526	3
2812	12872	3
9845	12743	5
1562	8046	5
13497	13108	5
6819	5665	4
8314	557	3
10256	5500	3
5168	1892	4
4334	11833	4
3943	4789	4
7025	2445	4
4532	11337	5
4334	8831	4
6974	820	5
5893	12743	5
8542	1540	5
1038	12806	3
12343	1198	5
4364	6762	4
6634	12964	3
2996	7182	5
5650	2209	4
8995	7139	2
9082	12872	1
2369	1870	5
1029	918	5
7826	780	5
3636	1834	3
216	2213	5
1778	4397	1
3462	7112	2
1482	12946	3
576	7427	4
3931	5200	4
12123	6772	5
10036	4662	5
7178	1137	4
5156	5916	3
4678	2887	3
8448	11278	5
12802	5929	2
12548	13064	4
13750	10358	4
7336	3325	1
11851	6231	4
5232	1469	4
3094	8602	2
9032	4829	5
513	1837	4
7882	1774	4
9607	11393	3
13857	13592	4
11356	5295	5
6456	14030	4
13438	6118	4
8653	9311	5
5932	13118	4
8175	3183	5
12261	4965	4
1236	3238	5
2550	11933	4
5688	1483	5
1082	1927	5
9528	9456	5
4597	12953	3
2804	3836	4
11704	8491	4
7579	6434	5
9647	13278	5
762	11450	3
2572	8046	4
9032	11887	3
9141	6524	3
10230	2712	3
4444	2849	2
8078	1060	5
4754	8677	5
12610	528	3
12121	5710	5
4386	10785	4
10966	6315	5
8881	4499	5
11400	5505	3
2114	12572	1
2286	763	5
540	6341	4
9023	9452	4
4586	6555	4
9682	4723	4
411	4815	5
9988	13076	5
10211	10082	3
7569	1668	5
7205	10494	4
7162	4975	5
12263	13868	4
11356	1127	4
12965	11545	4
9556	4479	3
12423	12352	2
7380	9259	4
9584	3349	2
6575	11230	2
411	8193	2
8664	12319	1
9534	5995	5
9725	9124	3
12261	10791	4
6725	6144	1
12257	12450	3
13202	547	4
2290	8637	4
11079	10031	4
9032	5431	5
3883	6402	4
1089	9211	5
3336	12705	5
1670	3561	5
771	11874	2
12193	9958	3
4423	8641	4
5216	4843	5
5180	11295	4
11025	8200	4
6088	3100	2
6768	4529	5
5640	1690	5
438	692	4
1797	10263	3
12935	10646	4
8998	10051	4
682	7354	5
8327	11910	4
4597	7184	4
12548	910	4
1277	7878	5
8205	9372	5
2297	3426	5
5625	6346	4
8382	8982	3
24	1268	5
6204	13442	2
574	1221	4
4728	7028	3
5450	567	5
7336	8360	3
12387	10032	3
5615	9725	5
9003	13188	5
8056	10784	4
13573	4078	4
2784	8546	4
7033	1641	4
802	3007	4
7546	9941	3
2992	6993	2
5221	12916	1
8895	11753	3
3006	6159	4
7415	2382	5
6728	9421	5
1146	211	4
12069	8660	4
5142	10504	4
12391	1168	4
5532	5645	4
5890	908	5
697	7052	5
9738	308	4
13915	820	4
11643	8124	4
5414	5665	5
4406	4742	2
1277	12346	4
2080	9388	4
9387	11981	5
1909	82	4
8001	12155	4
10320	2241	4
3987	3392	4
3515	9333	3
8696	9097	4
3895	12727	5
11922	13127	3
11547	5320	3
10921	13683	5
5088	13554	4
8305	12210	4
9266	11528	2
5893	2368	4
5816	12584	3
12578	10964	5
7691	9993	4
3436	9718	4
10731	11257	3
1716	3925	4
13379	2225	1
13396	2749	3
5528	12811	5
12529	1442	5
635	12103	5
9328	7085	4
2648	6852	4
954	4882	2
13967	11278	3
8261	4712	4
9863	7379	4
3892	8200	4
13597	6856	5
4750	12552	4
7241	8997	4
4693	1774	4
10706	10875	4
11079	2556	4
3162	1065	3
2704	8325	4
13857	9621	3
4095	5382	3
11588	119	4
12514	11163	1
8197	6138	4
12803	7017	4
6499	4161	4
7628	3846	4
12857	6247	4
1257	13242	4
1183	5530	5
232	5520	5
4504	10697	3
6427	8520	1
12069	1184	4
690	10220	5
7341	7379	4
13859	1221	5
4647	12717	1
7479	10677	4
3305	12027	5
10652	9217	3
5904	11177	4
8398	468	2
5895	6974	5
3883	3465	5
6965	5055	3
9094	9409	4
2704	9488	4
12091	7450	4
6532	9787	4
4095	9258	2
4095	1442	4
2190	887	5
8666	1221	4
12545	5225	5
4354	4405	5
10595	13723	4
11370	11230	4
13159	2181	4
941	10034	3
9698	3729	5
13451	7323	5
6547	204	1
11866	8602	1
12819	13733	5
13118	2571	4
9001	1406	5
1023	2502	5
1528	5818	4
11469	7875	5
4070	11033	4
8418	8694	3
10554	7366	3
889	5110	2
1183	1346	4
749	8602	5
2704	9661	5
216	5510	4
4104	7982	5
5093	12847	5
4241	4798	3
11183	9294	5
6518	5074	5
3760	3602	2
4985	3925	1
9631	9690	3
7341	8553	4
2297	10277	5
2828	12177	4
10055	266	5
9454	7693	3
7072	7068	3
1277	6835	5
7273	74	1
10985	7849	4
9361	9651	5
1841	5666	3
5180	4202	5
13758	8884	5
10182	2767	5
4480	7488	5
13156	13107	4
4523	10540	4
12365	7379	5
5425	3566	2
2951	10786	4
13892	8602	5
5313	4300	3
12307	7316	4
4797	10542	5
14032	4328	5
3392	3891	1
7835	11182	2
10863	967	4
13564	1837	4
12410	7379	4
6899	6569	4
8459	1837	3
12008	5591	4
9117	1656	5
5314	9228	5
9276	8729	4
3029	1987	4
12576	358	3
6366	873	4
3975	108	5
7909	7075	5
1033	12092	3
9742	12256	5
8989	12706	5
895	5944	4
6345	2170	5
4061	12273	5
11457	12847	4
7226	10342	5
7556	6005	4
5719	1825	2
11484	10554	4
12331	12517	5
8106	692	5
9846	4880	5
6173	682	4
3436	5037	5
10383	12763	3
11282	5665	4
2114	10324	4
8666	10947	4
2294	7002	3
4349	13695	4
11238	4202	5
11712	11500	5
6452	1867	4
4563	7448	4
527	3531	4
1844	9313	5
10138	2622	3
12592	5665	2
9670	13946	5
1089	8574	4
6687	902	4
6823	8528	3
8666	10568	4
2680	8758	1
628	8946	5
7878	7466	4
6300	1987	5
3553	3186	5
6452	8660	4
8607	13558	4
910	8677	1
4538	7200	5
1176	923	3
3127	1308	3
5345	12720	5
1765	1778	5
12852	8864	5
7710	9183	2
2646	13592	5
7071	12745	2
8607	4801	4
8121	871	3
324	12651	3
12754	13208	4
10378	11248	5
13835	2540	4
2507	13023	3
12548	11166	5
9116	8148	4
690	7638	5
2755	1805	5
13771	5446	3
2818	10465	5
3738	1080	5
5814	7638	5
545	10863	5
4763	4109	4
4885	7786	5
6057	8255	4
12092	12248	3
184	9590	3
4035	6475	4
13516	4170	5
1267	104	5
5684	7847	2
549	949	4
11154	7173	5
4455	3381	3
1391	6157	3
6499	5944	4
5814	2503	5
10308	2705	4
6974	7546	4
6712	600	1
8843	1840	3
10867	561	4
11203	8565	4
11615	11284	4
10341	5593	4
1349	2759	4
5360	7615	4
9585	4202	5
12030	5024	1
9528	9470	4
706	10643	5
11152	5567	5
12737	10518	3
9361	7780	4
1277	5706	3
3540	873	4
6691	13983	5
7352	6147	4
10290	4170	5
12576	9057	4
3637	10807	5
8119	13374	3
12552	2712	4
7025	9240	3
2981	12717	2
6212	1984	1
202	10580	4
5938	6850	5
14008	11646	4
12449	748	4
4402	7017	4
11314	13896	2
471	7997	3
11059	8262	3
6996	1629	5
13730	13823	5
3778	7952	4
941	4202	3
8448	528	5
13830	13732	4
7783	1336	1
9521	10983	5
1413	12972	5
11378	10052	4
13028	5389	4
9110	4362	4
13974	9594	4
2965	7924	4
3560	11643	5
4440	181	5
8549	8090	4
10147	1990	1
11696	1184	3
9116	11563	5
8974	5963	4
3557	7200	4
1767	7065	5
13976	11462	5
9808	1837	4
9834	12166	5
5741	13961	3
6209	4924	2
11385	12783	5
85	11862	2
6743	2017	4
13518	5805	5
6769	10875	2
4597	2935	3
12495	5206	4
10497	6522	4
1197	10252	4
10410	12383	5
5361	5567	5
8995	7665	4
8102	12019	4
11061	7687	3
11480	12256	4
8757	7695	5
12017	1564	4
13774	8000	4
1900	13072	5
13773	5467	4
13043	9217	4
6408	2420	3
367	8761	2
2079	12341	4
2036	12225	3
3373	13316	3
11564	910	4
7020	731	4
11501	5328	3
11560	11565	5
7085	13222	4
7020	10724	5
424	3902	4
14017	2924	2
13278	4598	5
2036	3979	4
1002	1439	4
9795	11131	4
12548	10412	5
4104	11373	5
7083	12738	4
9328	2636	5
1006	12812	5
7093	4383	3
11966	7522	3
6486	2498	3
2255	3081	4
5359	5825	4
3436	9749	2
11642	14030	4
4597	12605	4
11813	7424	4
11931	7509	3
27	8200	3
13100	4843	3
2578	9488	5
11991	8702	4
13973	10867	5
10900	1517	5
3579	10176	5
5707	12547	3
2766	1509	4
2458	2928	4
5050	5840	4
12545	3561	5
5481	42	4
6612	11634	3
6910	12613	4
2308	13145	4
12474	1551	4
11518	4568	5
2255	574	3
8198	5382	4
11846	5345	3
6475	7797	2
10666	7174	4
8851	378	5
13428	993	4
9815	11984	3
9306	13503	5
11890	1187	4
8018	5666	4
5402	14000	4
1753	8211	3
7288	1757	5
7833	7968	4
6296	7155	5
10418	8801	4
12140	11500	4
9952	12738	4
8418	13369	5
4774	5896	4
3098	963	5
9742	677	3
11890	5738	2
1895	3141	5
11592	13190	5
3114	10531	2
8448	11255	5
3900	24	2
11160	557	4
2284	9217	3
13518	2460	5
13569	468	5
6170	10362	5
12810	1638	4
9556	543	3
706	12517	5
215	8383	5
11628	5436	4
11141	24	5
5312	2771	2
13597	7859	3
4779	9217	4
12686	7244	2
6356	12953	4
13401	7506	4
4816	4468	3
1735	2681	2
3020	3384	3
4098	13607	4
6324	11643	5
3115	6305	1
3531	7734	4
1082	6998	4
5615	6161	2
12307	2785	2
5650	10863	5
5517	2400	4
3860	6459	4
2380	9727	3
10807	3136	2
7380	8619	4
8607	10138	2
5155	8782	4
3987	8007	5
13106	578	5
2915	7189	3
6064	2521	5
71	5069	3
2934	4738	4
4084	6437	4
4924	5330	5
10547	6559	4
8339	12460	4
13398	9431	5
12151	1307	3
3893	8410	2
6900	675	4
12057	5305	2
6737	14014	5
969	7930	5
237	9386	4
13255	10831	5
13773	7115	4
10967	11407	5
3447	13369	4
1041	12341	2
656	3775	3
7093	7901	4
9443	4436	4
7771	11459	4
9607	3425	2
5545	9259	4
6296	6840	2
6910	4266	3
10607	1604	5
13332	13642	4
9607	2681	5
11115	9292	3
11117	4348	4
5213	10677	4
1695	5412	3
10497	5995	5
12951	7123	5
8398	7019	2
3285	2540	5
8152	922	4
8448	7740	2
1294	9874	4
10292	11083	2
4717	9529	4
12586	1186	2
1710	7104	3
1328	12091	4
7875	7052	5
11026	8535	3
11807	2796	3
5121	7569	3
941	5320	5
11042	12049	4
7826	3285	5
12321	2428	4
5532	4446	5
5823	11634	3
10134	7512	5
6823	2845	5
12585	12782	5
9174	13876	5
4930	5412	2
11087	10375	5
989	7643	2
12140	10214	3
9607	6229	4
13156	9096	4
4155	1481	5
7878	4643	4
6143	12131	3
3900	9311	4
9194	145	4
4271	506	4
8400	1025	4
13010	10358	4
5982	3885	5
446	4170	4
9556	11131	1
11076	12856	4
11152	9841	4
9855	615	2
10278	6209	4
1764	502	5
3447	24	3
4929	5060	1
13487	2030	4
4081	159	1
8666	6830	5
4599	2712	3
3553	5700	2
54	4202	5
7641	13293	4
13476	7184	5
11579	4485	4
8281	5431	4
6769	4738	4
6299	546	5
3547	5144	5
8425	8479	5
11576	12215	1
2347	6245	5
10214	3334	5
13869	8397	3
11395	4234	5
5797	9706	4
9873	7502	3
11042	7141	5
12849	521	4
411	5435	3
12774	8360	4
11599	870	3
13450	10211	5
7765	13208	4
1579	2243	5
13283	2924	4
10932	3561	4
12090	1641	4
4779	8706	5
2171	6290	5
6210	1539	3
9861	7134	5
8056	11931	4
2082	11893	5
1882	9821	4
4334	6212	4
7579	13156	4
5787	9795	4
6576	4860	5
12548	3516	4
1145	4196	4
2265	13582	5
5785	9529	3
6772	7040	4
268	11682	4
1730	7098	4
2190	11362	2
7025	13815	2
12608	9228	5
8933	7141	5
5808	8610	4
2802	967	3
7724	8602	4
11626	5007	5
529	7412	5
3453	13906	4
2169	9698	5
6899	6454	5
11121	6346	4
13821	9697	2
10617	12695	4
11797	20	3
11457	13208	5
10878	3792	2
13074	2012	5
6028	2241	4
4003	6803	4
5801	4724	5
5942	12959	3
9727	5272	5
1312	10085	4
11480	13418	5
13435	13369	4
13591	235	3
6909	9719	2
3659	4536	4
5629	2248	3
10722	3138	3
3315	4276	3
6791	8514	4
12951	3526	4
7436	8677	4
12592	11284	4
3160	13145	4
9590	7379	4
9818	2346	4
1328	7545	2
5615	268	4
2704	4827	3
9717	6566	2
2357	13667	1
1277	10051	5
7371	2047	5
10481	5051	3
14008	6402	5
11154	468	5
13100	6275	3
10234	1234	5
2073	6957	4
6212	3561	2
2811	7134	4
1277	8491	4
10238	5058	5
146	6615	3
11652	9457	5
9033	2916	4
11645	12809	5
7115	1778	4
761	4868	2
6601	5163	5
13782	5024	2
6888	13784	5
623	1578	5
6347	4192	5
1373	9421	4
4024	11947	5
12992	4947	4
9909	11937	3
7918	10279	4
6997	8535	4
13269	3638	3
6777	12773	5
13043	10807	5
6606	11135	4
12284	3416	5
5020	9656	1
7133	7534	3
7550	973	4
473	8546	5
5991	11013	5
13202	9700	4
12065	10692	4
2341	11018	2
2222	1044	5
2284	7600	2
7660	11163	4
2648	9091	5
13903	4407	5
2269	3136	3
3231	8553	4
9135	11625	4
3034	4434	4
4948	10676	5
8448	10863	5
12149	3138	5
11296	12476	4
1686	3278	4
13312	12103	5
4728	13486	4
4935	8602	2
8056	9957	4
4956	10082	4
106	7098	4
13541	7821	4
11238	8350	4
2304	8124	5
3509	6437	3
6602	8200	4
6029	1128	2
682	13896	5
482	13504	5
4410	11859	3
7294	11083	5
5814	9388	5
11115	9217	5
8056	5037	3
1426	6282	2
10443	217	4
2735	13884	2
8666	5109	4
13398	13504	5
898	11102	4
1775	9779	4
3393	6137	3
